Station_Name,Longitude,Latitude,Street_Address
FORTIRWINDPW OSGP-990-01,-116.688197,35.252416,Bldg 990 Inner Loop Rd.
FORTIRWINDPW NTCGQ-988-02,-116.687804,35.254849,Bldg 988 Inner Loop Rd
UNITED AIRLINES ECOSKIES_SFO_01,-122.393371,37.637838,182-394 N Access Rd
UNITED AIRLINES ECOSKIES_SFO_05,-122.393563,37.638176,182-394 N Access Rd
UNITED AIRLINES ECOSKIES_SFO_04,-122.393516,37.638091,182-394 N Access Rd
UNITED AIRLINES ECOSKIES_SFO_06,-122.39363,37.638306,182-394 N Access Rd
UNITED AIRLINES ECOSKIES_SFO_03,-122.393643,37.63833,182-394 N Access Rd
WILSHIRE PALM 9171 EV_1,-118.391361,34.067393,9171 Wilshire Blvd
WILSHIRE PALM 9171 EV_2_LL,-118.391375,34.067489,9171 Wilshire Blvd
IRVINE  CO  OFC 9 EXEC CIR 01,-117.863996,33.688623,9 Executive Cir
GS-WEST BLUE SKY EV3,-121.78442,37.238926,6375 San Ignacio Ave
GS-WEST BLUE SKY EV2,-121.784305,37.238935,6375 San Ignacio Ave
707 BROADWAY 8-3,-117.157842,32.714968,707 Broadway
707 BROADWAY B3-2,-117.157761,32.714996,707 Broadway
707 BROADWAY B3-3,-117.157684,32.71499,707 Broadway
707 BROADWAY B3-6,-117.157633,32.714995,707 Broadway
707 BROADWAY 4-2,-117.157887,32.715042,707 Broadway
707 BROADWAY 8-1,-117.157866,32.714966,707 Broadway
707 BROADWAY 4-4,-117.15785,32.715041,707 Broadway
707 BROADWAY B3-5,-117.157648,32.715025,707 Broadway
707 BROADWAY 4-3,-117.157873,32.715052,707 Broadway
707 BROADWAY B3-1,-117.157753,32.715001,707 Broadway
707 BROADWAY 8-4,-117.157816,32.714957,707 Broadway
707 BROADWAY 8-5,-117.15782,32.71499,707 Broadway
707 BROADWAY B3-4,-117.157684,32.714954,707 Broadway
707 BROADWAY 8-2,-117.157851,32.714996,707 Broadway
GATEWAY PLAZA STATION 2,-118.131992,34.150848,300 N Lake Ave
CITYOF PETALUMA COMMUNITYCTR 2,-122.630686,38.252524,320 N McDowell Blvd
1888 CPE STATION 01,-118.413443,34.061156,1888 Century Park E
MOORPARK STATION 06,-118.836542,34.297853,Moorpark Coll
MOORPARK STATION 04,-118.837777,34.298981,Moorpark Coll
MOORPARK STATION 02,-118.837125,34.298287,Moorpark Coll
MOORPARK STATION 01,-118.837116,34.298294,Moorpark Coll
MOORPARK STATION 03,-118.838463,34.2993,Moorpark Coll
PASO ROBLES STATION 1,-120.688127,35.621495,624 Pine St
SERVICEBLDG1 SUPEROIR CRT 01,-119.20894,34.267217,John F. Johnston Dr
SERVICEBLDG1 VENTURA COUNTY,-119.208627,34.270653,John F. Johnston Dr
SAN LEANDRO PARKINGGARAGE02,-122.155552,37.725318,120 Estudillo Ave
IRVINE  CO  OFC UCIRP 5290 01,-117.84826,33.637233,5290 California Ave
EV CHARGER 850 CALIF ST #5,-122.081232,37.392076,850 California St
EV CHARGER 850 CALIF ST #1,-122.081227,37.392082,850 California St
EV CHARGER 850 CALIF ST #2,-122.081235,37.392067,850 California St
EV CHARGER 850 CALIF ST #4,-122.08123,37.392081,850 California St
CITYOF PETALUMA CITY HALL WEST2,-122.64457,38.231377,11 English St
ARROYO GRANDE LE POINT 01,-120.578065,35.125009,219-221 Le Point St
PALO ALTO CA HAMILTON #1,-122.16037,37.444489,250 Hamilton Ave
IRVINE  CO  OFC 4770 EASTGATE 3,-117.205093,32.881604,4770 Eastgate Mall
IRVINE  CO  OFC 4770 EASTGATE 1,-117.204995,32.881628,4770 Eastgate Mall
CITY OF VENTURA 901 KIMBALL RD1,-119.192052,34.27124,901 S Kimball Rd
MARE ISLAND MARE ISLAND #3,-122.270148,38.099843,1080 Nimitz Ave
VCOE VCOE 2,-118.999948,34.215788,5100 Adolfo Rd
GLENDALE GLENDALE P1,-118.25808,34.127546,3910 San Fernando Rd
GLENDALE GLENDALE B1,-118.258049,34.127567,3910 San Fernando Rd
DLR PPH 1&2,-117.925273,33.806139,1717 S Disneyland Drive
APOLLO PARK PLACE 3,-118.387085,33.905363,2135-2141 Park Pl
COLONY RETAIL GARAGE 2,-117.924296,34.069547,301 S Glendora Ave
COLONY RETAIL GARAGE,-117.923862,34.069113,301 S Glendora Ave
COLONY RETAIL GARAGE 4,-117.9242,34.069482,301 S Glendora Ave
COLONY RETAIL GARAGE 3,-117.92425,34.069507,301 S Glendora Ave
UC IRVINE LOT 16 MSTB 3-4,-117.845785,33.641903,415 E Peltason Dr
UC IRVINE LOT 16 MSTB 1-2,-117.845844,33.641887,415 E Peltason Dr
BROOKFIELD OFC LVL 7 SEC C 3-4,-118.26218,34.049494,945 W. 8th Street
ACTELION AREUS 2,-122.388398,37.669935,5000 Shoreline Ct
IRVINE  CO  OFC WWG SOUTH L1 04,-118.444252,34.045644,11100 Santa Monica Blvd.
IRVINE  CO  OFC WWG SOUTH L1 01,-118.444497,34.045708,11100 Santa Monica Blvd.
IRVINE  CO  OFC WWG SOUTH L1 02,-118.444435,34.045742,11100 Santa Monica Blvd
IRVINE  CO  OFC WWG WEST PS 003,-118.444786,34.046198,11100 Santa Monica Blvd
IRVINE  CO  OFC WWG WEST PS 001,-118.444757,34.046161,11100 Santa Monica Blvd
IRVINE  CO  OFC WWG WEST PS 002,-118.444771,34.046181,11100 Santa Monica Blvd.
PARAMOUNT LEMON GROVE 2,-118.315227,34.087412,5661 Lemon Grove Ave
SOUTHBAY BMW STATION 02,-118.352078,33.860253,18800 Hawthorne Blvd
ACWD STATIONS ACWD STATION 1,-121.960684,37.505841,43885 S Grimmer Blvd
ACWD STATIONS ACWD STATION 2,-121.960737,37.505885,43885 S Grimmer Blvd
PD WESTFIELD WEST,-116.397323,33.724366,72840 Hwy 111
PALO ALTO CA WEBSTER #2,-122.1582,37.448237,520 Webster St
PALO ALTO CA WEBSTER #1,-122.158269,37.448283,520 Webster St
SAN MATEO CNTY CC - PUBLIC #2,-122.229802,37.488875,400-470 Middlefield Road County Center Garage
PACIFIC PALMS PPR#1,-117.927108,34.020493,1 Industry Hills Pkwy
SKYWALKER EV4,-122.646028,38.065207,Skywalker Ranch Rd
SKYWALKER EV2,-122.645934,38.065166,Skywalker Ranch Rd
SKYWALKER EV3,-122.645977,38.065186,Skywalker Ranch Rd
6080 CENTER DR HHC1-6080,-118.391669,33.976769,6080 Center Dr
GWC GWC 1A,-118.005365,33.73615,15744 Goldenwest St
GWC GWC 1C,-118.005365,33.73623,15744 Goldenwest St
NVTA STATION 01,-122.28022,38.29757,625 Burnell St
USC CAMPUS ROYAL ST RAMP#1,-118.281638,34.022088,649 W 34th St
USC CAMPUS ROYAL ST BSMT#1,-118.281867,34.021952,649 W 34th St
USC CAMPUS GRAND AVE L2#4,-118.277176,34.01999,3401 S Grand Ave
"USC CAMPUS GRAND AVE L2,#1",-118.277457,34.019927,3401 S Grand Ave
BMW OF VISALIA VISALIA STAT 01,-119.39561,36.329498,111 Neeley Rd
PLATFORM BUILDING B-2,-118.388092,34.026671,8850 Washington Blvd
PLATFORM BUILDING B-4,-118.388253,34.026653,8850 Washington Blvd
PLATFORM BUILDING B,-118.388051,34.027109,8850 Washington Blvd
PLATFORM BUILDING B-6,-118.387158,34.027042,8850 Washington Blvd
INTUIT INC MENLO PARK 4,-122.170883,37.480867,180 Jefferson Dr
INTUIT INC MENLO PARK 5,-122.170842,37.480844,180 Jefferson Dr
INTUIT INC MENLO PARK 2,-122.171017,37.480925,180 Jefferson Dr
INTUIT INC MENLO PARK 1,-122.171052,37.480937,180 Jefferson Dr
LINCOLN PROPERY STATION 05,-118.594147,34.174314,21255 Burbank Blvd
LINCOLN PROPERY STATION 04,-118.594058,34.174301,21255 Burbank Blvd
LINCOLN PROPERY STATION 03,-118.594069,34.174368,21255 Burbank Blvd
POMONA COLLEGE SOUTH PARKING#5,-117.710116,34.095995,295 E 1st St
POMONA COLLEGE SOUTH PARKING#4,-117.710565,34.095989,295 E 1st St
SNG-18 500R STATION 04,-121.503347,38.572767,500 R St
SNG-18 500R STATION 03,-121.503433,38.572767,500 R St
SNG-18 2NDSTALLMAIN,-121.503508,38.572784,500 R St
IRVINE  CO  OFC 150 SPECTRUM 01,-117.747473,33.649841,150 Spectrum Center Dr
OCC OCC 1B,-117.911948,33.674391,2701 Fairview Rd.
OCC OCC 2B,-117.910145,33.667882,2701 Fairview Rd
OCC OCC 3B,-117.913439,33.668196,2701 Fairview Rd
OCC OCC 2A,-117.910176,33.667983,2701 Fairview Rd
OCC OCC 1A,-117.912037,33.674396,2701 Fairview Rd.
IRVINE  CO  OFC 101 W BROAD 02,-117.164121,32.714934,101 W Broadway
COVINA EV METRO 1,-117.892032,34.09169,559 N Citrus Ave
CENTERVIEW MP STATION 02,-117.852643,33.684138,1920 Main St
PLEASANT HILL DPH GARAGE B,-122.061505,37.944202,160 Crescent Dr
LBA REALTY PS6 STATION 3,-117.842308,33.671088,3323 Michelson Dr
LBA REALTY PS6 STATION 4,-117.842309,33.671075,3323 Michelson Dr
LBA REALTY PS6 STATION 1,-117.842305,33.671119,3323 Michelson Dr
CIM STATION 3,-118.25134,34.051269,350 S Grand
CIM STATION 2,-118.251299,34.051298,350 S Grand
AVB BAKER RANCH STATION 5,-117.673887,33.677986,1000 Lupine
LAZ PA EVS1,-118.358075,34.062028,5900 Wilshire Blvd
IRVINE  CO  OFC 2 PARK PLAZA 02,-117.838702,33.679659,2 Park Plaza
IRVINE  CO  OFC 2 PARK PLAZA 03,-117.838684,33.679699,2 Park Plaza
IRVINE  CO  OFC SYMPHNY TWRS 02,-117.157922,32.718674,750 B St
IRVINE  CO  OFC SYMPHNY TWRS 03,-117.157867,32.718657,750 B St
NATIONAL UNIV KM GARAGE 1,-117.149125,32.8086,3654 Aero Ct
HGST HGST B004 EV1,-121.792126,37.24595,5601 Great Oaks Pkwy B004
SMCCD SKY LOT G ST,-122.469323,37.629681,Skyline College 3300 College Dr
HGST_GO HGST-B050D-EV2,-121.789731,37.24458,5601 Great Oaks Pkwy B050D
HGST_GO HGST-B050D-EV3,-121.789673,37.244644,5601 Great Oaks Pkwy B050D
HGST_GO HGST B056 EV2,-121.798599,37.248466,5601 Great Oaks Pkwy B056
HGST_GO HGST B056 EV1,-121.798862,37.248454,5601 Great Oaks Pkwy B056
HGST_GO HGST B050A EV3,-121.793307,37.24253,5601 Great Oaks Pkwy B050A
SAN JOSE SJEIC3,-121.868369,37.360085,1608 Las Plumas Ave
SAN JOSE SJEIC1,-121.868444,37.360154,1608 Las Plumas Ave
SCRIPPS HEALTH LOWER LEVEL 2,-117.284181,33.039095,I-5
TERRANEA1 ALPHA,-118.397253,33.739188,100 Terranea Way
GOLD STREET-SJ 0C5E,-121.974951,37.419953,2130 Gold St
GOLD STREET-SJ 08AD,-121.97501,37.42001,2130 Gold St
PLAZA TOWER L1 SOUTH 04,-117.882341,33.690425,600 Anton Blvd
PLAZA TOWER L1 SOUTH 02,-117.882257,33.690424,600 Anton Blvd
PLAZA TOWER L1 SOUTH 01,-117.882225,33.690425,600 Anton Blvd
IRVINE  CO  OFC 670 NCD LVL2 02,-117.874591,33.619953,670 Newport Center Dr
FERRADO 20411 SW BIRCH1,-117.879323,33.657407,20411 Mesa Dr
CERRITOS CC PARKING LOT C10,-118.096191,33.883618,11110 Alondra Blvd
CFS DBDP2,-117.107435,32.90981,10150 Meanley Dr
CERRITOS CC LOT C2,-118.09529,33.886843,11204-11210 Alondra Blvd
CSU FULLERTON DCFC 02,-117.883195,33.879456,Unnamed Road
CSU FULLERTON SGMH LOT 001,-117.883163,33.879502,Unnamed Road
ORACLE RWSHORE 420 GARAGE-001,-122.263745,37.531363,400 Oracle Pkwy
ORACLE RWSHORE 220 GARAGE-001,-122.265639,37.530649,200 Oracle Pkwy
ORACLE RWSHORE 601 GARAGE-001,-122.269606,37.530297,377-499 Island Pkwy
MARSH PARK MARSH PARK SNGL,-118.247703,34.10693,2944 Gleneden St
BMW HANSEL STATION 01,-122.716763,38.406246,2925 Corby Ave
BMW OF MURRIETA STATION 01,-117.170364,33.531227,26825 Auto Mall Pkwy
SAN JOSE SJ-002,-121.889005,37.327107,488 S Almaden Blvd
ORACLE RWSHORE 320 GARAGE-001,-122.264657,37.531059,300 Oracle Pkwy
SIERRA COLLEGE ROCKLIN #1,-121.215709,38.789043,5000 Rocklin Rd
IRVINE  CO  OFC EXEC SQ 4225 02,-117.215815,32.874369,4225 Executive Square
IRVINE  CO  OFC EXEC SQ 4225 01,-117.215824,32.87433,4225 Executive Square
IRVINE  CO  OFC DBC 43DISCVRY 2,-117.757567,33.666819,43 Discovery
IRVINE  CO  OFC DBC 6531 ICD 02,-117.762843,33.670393,6531 Irvine Center Dr
133 PROMENADE 133 PROMENADE#3,-118.191402,33.7687,133 The Promenade N
133 PROMENADE 133 PROMENADE#2,-118.191458,33.768707,133 The Promenade N
IRVINE  CO  OFC 545 SND B 01,-117.870326,33.616378,545 San Nicolas Dr.
WALNUT CREEK WALNUT CR. 7-8,-122.059134,37.899114,1390 Broadway
DLR M&F 03&04,-117.926358,33.815028,1343 Disneyland Dr
DLR M&F 17&18,-117.926809,33.815032,1343 Disneyland Dr
DLR M&F 11&12,-117.926548,33.815035,1343 Disneyland Dr
DLR M&F 19&20,-117.926916,33.815025,1343 Disneyland Dr
DLR M&F 15&16,-117.926742,33.815034,1343 Disneyland Dr
DLR M&F 09&10,-117.926516,33.815036,1343 Disneyland Dr
1255 TREAT BLVD NEW STATION 2,-122.059197,37.927041,1277 Treat Blvd
AFP EV CHARGERS NONGATEWAY 3,-121.895569,37.332923,1 S Almaden Blvd
AFP EV CHARGERS GATEWAY 1,-121.89551,37.333034,1 S Almaden Blvd
HACIENDA1 EV STATION #1,-121.893296,37.693573,4305 Hacienda Dr
MARTINEZ CA PACHECO 02,-122.072767,37.995684,CA-4
MARTINEZ CA PACHECO 03,-122.072811,37.995734,CA-4
IRVINE  CO  OFC CENTERSIDE 04,-117.125646,32.775227,3131 Camino del Rio North
IRVINE  CO  OFC CENTERSIDE 02,-117.125716,32.77518,3131 Camino del Rio North
SIERRA COLLEGE GRASS VALLEY 1,-121.048994,39.235448,250 Sierra College Drive
IRVINE  CO  OFC 630 NCD LVL1 05,-117.873405,33.620141,630 Newport Center Dr
IRVINE  CO  OFC 630 NCD LVL1 03,-117.873365,33.620106,630 Newport Center Dr
IRVINE  CO  OFC 630 NCD LVL1 07,-117.873443,33.620182,630 Newport Center Dr
IRVINE  CO  OFC 610 NCD LVL1 01,-117.871468,33.618206,610 Newport Center Drive
CITY OF NOVATO CTYADMIN GARAGE,-122.568371,38.106652,922 Machin Ave
NAPA RIVER INN CHARGER 1,-122.283032,38.295921,500 Main St
888 SAN MATEO SOUTH,-122.337265,37.57647,888 N San Mateo Dr
IRVINE  CO  OFC 501 W BROADWY02,-117.167828,32.714949,501 W Broadway
IRVINE  CO  OFC 501 W BROADWY04,-117.167825,32.714923,501 W Broadway
US BANK TOWER STATION 2,-118.254592,34.050909,633 W 5th St
WESTLAWN STATION 1,-118.254436,34.051038,633 W 5th St
JOHN MUIR HLTH JMHOUTPATIENT#2,-122.053068,37.926079,1450 Treat Blvd
SJSU P10 CP6A1,-121.880567,37.338645,65 S 10th St
SJSU P4 CPB1,-121.879322,37.338094,129 S 10th St
CCSF - SFO SFO INT LOT A-5,-122.391595,37.614131,San Francisco International Airport Internati
BRIO BRIOAPARTMENTS2,-118.266675,34.142269,546 W Colorado St
ORACLE RWSHORE 5OP-001,-122.262309,37.531328,520 Oracle Pkwy
IRVINE  CO  OFC IRV TWRS PH2 07,-117.850688,33.675787,18500 Von Karman Ave.
IRVINE  CO  OFC IRV TWRS PH2 03,-117.850648,33.675836,18500 Von Karman Ave.
IRVINE  CO  OFC IRV TWRS PH2 01,-117.850631,33.675856,18500 Von Karman Ave.
IRVINE  CO  OFC THE PLAZA LL 01,-117.212492,32.874438,4365 Executive Dr
CCSF SFMTA NORTH BEACH 3,-122.409618,37.798408,735 Vallejo St
CCSF SFMTA NORTH BEACH 2,-122.409538,37.798392,735 Vallejo St
PROM TOWERS PROM TOWERS 01,-118.253983,34.05738,123 S Figueroa St
DGS MAIN LOT 55 STATION4,-121.499327,38.572775,800 Q St
DGS MAIN LOT 55 STATION2,-121.49935,38.572738,800 Q St
DGS MAIN LOT 55 STATION1,-121.499382,38.572743,800 Q St
DGS MAIN LOT 55 STATION5,-121.499305,38.572767,800 Q ST
DGS MAIN 1615 STATION 1,-121.485831,38.575017,1615 Capitol Ave
DGS MAIN 1615 STATION 2,-121.485796,38.575004,1615 Capitol Ave
DGS MAIN 1500 STATION 3,-121.487039,38.57449,1500 Capitol Ave
DGS MAIN 1500 STATION 2,-121.487025,38.574576,1500 Capitol Ave
DGS MAIN 1500 STATION 1,-121.487071,38.574593,1500 Capitol Ave
DGS MAIN 1430 STATION 5,-121.48893,38.573498,1430 N St
DGS MAIN 1430 STATION 6,-121.488905,38.573558,1430 N St.
DGS MAIN 1430 STATION 7,-121.488885,38.573615,1430 N St.
DGS MAIN 1430 STATION 4,-121.488992,38.573518,1430 N St.
DGS MAIN 1430 STATION 1,-121.488929,38.573664,1430 N St.
SDIA ADMIN LOT 1,-117.191426,32.729733,Winship Ln
SDIA TERMINAL 2 - 6W,-117.205461,32.730649,Airport Terminal Rd
SDIA TERMINAL 2 - 5W,-117.205521,32.730668,Airport Terminal Rd
SDIA TERMINAL 2 -10W,-117.20523,32.730564,Airport Terminal Rd
SDIA TERMINAL 2 - 4W,-117.205583,32.730689,Airport Terminal Rd
SDIA TERMINAL 2 - 9W,-117.205282,32.730582,Airport Terminal Rd
SDIA TERMINAL 2 - 1W,-117.205748,32.730715,Airport Terminal Rd
SDIA TERMINAL 2 - 7W,-117.205376,32.730622,Airport Terminal Rd
SDIA TERMINAL 2 - 2W,-117.20569,32.730709,Airport Terminal Rd
SDIA TERMINAL 2 - 8W,-117.20532,32.7306,Airport Terminal Rd
SAFEWAY STORE 2856 02,-121.899631,37.65657,6790 Bernal Ave
VWGOA STATION 2,-119.127373,34.202488,201 Del Norte Blvd
GARAGE 601MONTGOMERY2,-122.403507,37.794816,601 Montgomery St
WINDSOR APTS EV 2,-122.066017,37.913189,2383 N Main St
CCSF SFMTA 833 MISSION ST5,-122.405979,37.783081,833 Mission St
CCSF SFMTA 833 MISSION ST6,-122.406097,37.783063,833 Mission St
CCSF SFMTA 833 MISSION ST4,-122.406029,37.783035,833 Mission St
CCSF SFMTA 833 MISSION ST1,-122.405945,37.78302,833 Mission St
CCSF SFMTA 833 MISSION ST2,-122.406029,37.782917,833 Mission St
CCSF SFMTA 833 MISSION ST3,-122.405815,37.783035,833 Mission St
CCSF SFMTA PORTSMOUTH SQ 2,-122.40512,37.794825,733 Kearny St
CCSF SFMTA MOSCONE CTR 4,-122.399437,37.784336,255 3rd St
CCSF SFMTA MOSCONE CTR 5,-122.39949,37.784328,255 3rd St
655 MONTG EV STATION 1,-122.40357,37.794984,639 Montgomery St
WHOLE FOODS MKT 1150 OCEAN 2,-122.454964,37.723972,1150 Ocean Ave
PARKMERCED 01PMGARAGE1NG,-122.483705,37.718037,19 Higuera Ave
PARKMERCED 04PMGARAGE1NG,-122.483724,37.717985,19 Higuera Ave
PARKMERCED 03PMGARAGE1NG,-122.483713,37.717994,19 Higuera Ave
UCSF CAMPUS PARNASSUS #1,-122.457909,37.763474,500 Parnassus Ave.
UCSF CAMPUS UCSF PARN MUP7A,-122.458595,37.763867,500 Parnassus Ave
RIO HONDO STATION 3,-118.03167,34.020195,3600 Workman Mill Rd
RIO HONDO STATION 1,-118.035873,34.021755,3600 Workman Mill Rd
HERMOSA BEACH CITY HALL #2,-118.395607,33.863838,1315 Valley Dr
SPEAR GARAGE STATION #2,-122.390722,37.790768,201 Spear St
SACRAMENTO LOT G #3,-121.50273,38.58109,312 K St
SACRAMENTO LOT G #2,-121.502698,38.58109,312 K St
SACRAMENTO LOT U #2,-121.501024,38.582164,414 J St
UC SANTABARBARA 22 PARKING 2,-119.853075,34.413462,UCSB - 22 Parking Structure Ocean Rd
UC SANTABARBARA 18 PARKING 1,-119.848005,34.417846,UCSB - 18 Parking Structure Ocean Rd
UC SANTABARBARA 18 PARKING 4,-119.848006,34.417671,UCSB - 18 Parking Structure Ocean Rd.
UCSF CAMPUS SUTTER STREET 3,-122.440412,37.785403,2420 Sutter St
UCSF CAMPUS SUTTER STREET,-122.440437,37.785519,2420 Sutter St
CCSF SFMTA ST. MARY'S SQ 2,-122.404831,37.791938,433 Kearny St
CCSF SFMTA ST. MARY'S SQ 3,-122.404852,37.79187,433 Kearny St
CITY OF SB EV2 STATION 6,-119.691981,34.414961,217 Helena Ave
CITY OF SB EV2 STATION 8,-119.693237,34.40752,401 Shoreline Dr
COUNTY SONOMA SR VETS BLDG #2,-122.700934,38.433766,1351 Maple Avenue
CITY OF SALINAS STEINBECK 2,-121.654677,36.677438,20 E Market Street
DGS MAIN LOT 24 STATION1,-121.49659,38.574849,1500 10th Street
DGS MAIN LOT 24 STATION3,-121.49654,38.574837,1500 10th Street
DGS MAIN LOT 24 STATION2,-121.496569,38.574845,1500 10th Street
DGS MAIN LOT 14 STATION7,-121.491398,38.572599,1517 13th St
DGS MAIN LOT 14 STATION5,-121.491452,38.572614,1517 13th St
DGS MAIN LOT 14 STATION1,-121.491558,38.572641,1517 13th St
DGS MAIN LOT 14 STATION4,-121.491477,38.57262,1517 13th St
DGS MAIN LOT 14 STATION8,-121.491373,38.572594,1517 13th St
DGS MAIN LOT 14 STATION2,-121.491531,38.572635,1517 13th St
DGS MAIN LOT 14 STATION3,-121.491504,38.572627,1517 13th St
DGS MAIN ZIG STATION 1,-121.509713,38.584268,707 3rd St
CITY OF ANAHEIM CITYHALL GRND04,-117.912139,33.835009,200 S Anaheim Blvd
ALTABATESSUMMIT LEVEL B1-SOUTH,-122.265359,37.82033,435 Hawthorne Ave
ALTABATESSUMMIT LEVEL 4-SOUTH,-122.265328,37.820317,435 Hawthorne Ave
ALTABATESSUMMIT LEVEL B2-SOUTH,-122.265286,37.820313,435 Hawthorne Ave
ALTABATESSUMMIT LEVEL B3-SOUTH,-122.265254,37.820307,435 Hawthorne Ave
ALTABATESSUMMIT LEVEL 2-NORTH,-122.265193,37.820667,435 Hawthorne Ave
ALTABATESSUMMIT LEVEL 3-NORTH,-122.265139,37.820629,435 Hawthorne Ave
ALTABATESSUMMIT LEVEL L1-NORTH,-122.265252,37.820656,435 Hawthorne Ave
ALTABATESSUMMIT LEVEL 2-SOUTH,-122.265268,37.820273,435 Hawthorne Ave
ALTABATESSUMMIT LEVEL B2-NORTH,-122.265222,37.820652,435 Hawthorne Ave
ALTABATESSUMMIT LEVEL B1-NORTH,-122.265172,37.820641,435 Hawthorne Ave
ALTABATESSUMMIT LEVEL 3-SOUTH,-122.265386,37.820324,435 Hawthorne Ave
ALTABATESSUMMIT LEVEL B3-NORTH,-122.265284,37.820663,435 Hawthorne Ave
ESQUIRE PLAZA 1215 K ST.,-121.489835,38.578388,1074-1098 13th St
SIERRA COLLEGE CAMPUS PARKING,-121.215699,38.789021,4761-4891 Rocklin Rd
CLUBSPORT RENAISSANCE #2,-122.057327,37.925064,2805 Jones Rd
UC IRVINE MPS 1ST FLR 01,-117.846207,33.650833,4002 Mesa Rd Mesa Parking Structure
UC IRVINE MPS 1ST FLR 03,-117.846191,33.650883,4002 Mesa Rd Mesa Parking Structure
UC IRVINE SCPS 1ST FLR 02,-117.841614,33.649624,4242 Campus Dr Student Center Parking Structu
UC IRVINE SCPS 1ST FLR 03,-117.841591,33.649639,4242 Campus Dr Student Center Parking Structu
BWP EV CHARGE 120 EAST O.G.#2,-118.310094,34.181111,120 E Orange Grove Ave
CCSF SFMTA 360 GROVE ST #1,-122.422501,37.778053,360 Grove St
CCSF SFMTA 360 GROVE ST #3,-122.422249,37.778122,360 Grove St
CCSF SFMTA 360 GROVE ST #2,-122.422379,37.778088,360 Grove St
CCSF SFMTA GOLDEN GATEWAY2,-122.398605,37.795391,250 Clay St
CCSF SFMTA SFGH 2,-122.404488,37.754379,2501 23rd Street
CITYOFRIVERSIDE CITY HALL #1,-117.375015,33.980373,3900 Main St
VTA ERTC 3,-121.811675,37.32884,103 Eastridge Loop
VTA ERTC 1,-121.81168,37.328839,103 Eastridge Loop
VTA ERTC 5,-121.811661,37.328828,103 Eastridge Loop
VTA ERTC 2,-121.81167,37.328832,103 Eastridge Loop
WHOLE FOODS MKT FOLSOM 02,-121.117715,38.648518,270 Palladio Pkwy
CITYOFSANRAFAEL C.ST.GARAGE #2,-122.530861,37.972439,900 c street
OAK INT AIRPORT PREMIER 3,-122.211044,37.712042,1 Airport Dr
OAK INT AIRPORT PREMIER 7,-122.210854,37.711931,1 Airport Dr
OAK INT AIRPORT PREMIER 1,-122.211138,37.7121,1 Airport Dr
OAK INT AIRPORT PREMIER 6,-122.210902,37.711957,1 Airport Dr
OAK INT AIRPORT PREMIER 5,-122.210946,37.711987,1 Airport Dr
OAK INT AIRPORT PREMIER 4,-122.210994,37.712014,1 Airport Dr
OAK INT AIRPORT PREMIER 2,-122.211093,37.712077,1 Airport Dr
CLOS DU BOIS ENJOY!,-122.877937,38.684864,19410 Geyserville Ave
PARK TOWER L1 EAST 01,-117.883728,33.693016,3401-3447 Park Center Dr
AVUHSD HIGHLAND #1,-118.17421,34.592564,39055 25th St W
AVUHSD KNIGHT #2,-118.006233,34.563644,37423 70th St E
AVUHSD EASTSIDE #1,-118.068707,34.681496,43601-43799 35th St E
AVUHSD LITTLE ROCK #2,-117.935593,34.573086,10833 E Ave R
AVUHSD QUARTZ HILL #2,-118.24202,34.66003,6340 W Avenue L
AVUHSD PALMDALE #2,-118.088249,34.573345,2137 E Ave R
RALSTON CRTYRDS GO GREEN #2,-119.215927,34.260429,5525 Ralston St
UDR HQ WEST 1,-105.009145,39.55493,1745 Shea Center Dr
HYATT GARAGE 1ST FL SOUTH,-104.83542,39.737811,13200 E. 14th Pl.
HYATT GARAGE 3RD FL SOUTH,-104.835416,39.737702,13200 E. 14th Pl.
HYATT GARAGE 2ND FL SOUTH,-104.835419,39.737748,13200 E. 14th Pl.
HYATT GARAGE 2ND FL NORTH,-104.835334,39.737745,13200 E. 14th Pl.
HYATT GARAGE 3RD FL NORTH,-104.835334,39.737703,13200 E. 14th Pl.
HYATT GARAGE 6TH FL,-104.835423,39.737637,13200 E. 14th Pl.
HYATT GARAGE 4TH FL NORTH,-104.835334,39.737674,13200 E. 14th Pl.
HYATT GARAGE 1ST FL NORTH,-104.83534,39.737789,13200 E. 14th Pl.
CITY OF AURORA ILIFF GARAGE 1C,-104.824454,39.673045,S Blackhawk St
CITY OF AURORA ILIFF GARAGE 1A,-104.824709,39.673048,S Blackhawk St
STATION 1 VATP 1,-105.12849,40.146925,1248 S Hover Rd
VAIL PARKING VILLAGE P3 WEST,-106.37258,39.642121,241 E Meadow Dr
VAIL PARKING VILLAGE 2 EAST,-106.371193,39.64196,241 E Meadow Dr
VAIL PARKING VILLAGE20EAST2,-106.371149,39.642001,241 E Meadow Dr
ASPEN CHARGER #1,-106.848394,39.189054,50 Moore Dr
EDWARDS STATION EDWARDS STN N1,-106.587065,39.648349,436 Edwards Access Rd
CCD CHARGING. TRADING POST N,-105.202616,39.664155,17900 Trading Post Rd
BMW OF DENVER DC FAST 01,-104.939159,39.697608,1040 S Colorado Blvd
RES CHARGE STAT RES STATION 1,-105.123329,39.915373,11101 W 120th Ave
MURRAY BMW 1 STATION SA02,-104.937727,39.699081,4350 E Kentucky Ave
CADACHARGEPOINT GO EV1,-104.984205,39.723132,290 Speer Blvd
